Produto,Ano,Quantidade (kg)
VINHO DE MESA,1970,98327606
  Tinto,1970,83300735
  Rosado,1970,107681
  Branco,1970,14919190
VINHO  FINO DE MESA,1970,4430629
  Tinto,1970,435354
  Rosado,1970,183234
  Branco,1970,3812041
VINHO FRIZANTE,1970,466480
VINHO ORGÂNICO,1970,0
VINHO ESPECIAL,1970,7325789
  Tinto,1970,4730346
  Rosado,1970,1229564
  Branco,1970,1365879
ESPUMANTES ,1970,2743678
  Espumante  Moscatel,1970,0
  Espumante,1970,0
  Espumante Orgânico,1970,0
SUCO DE UVAS,1970,2626855
  Suco Natural Integral,1970,0
  Suco Adoçado,1970,0
  Suco Reprocessado/reconstituido,1970,0
  Suco Orgânico,1970,0
  Outros sucos de uvas,1970,0
SUCO DE UVAS CONCENTRADO,1970,0
OUTROS PRODUTOS COMERCIALIZADOS,1970,19844550
  Outros vinhos (sem informação detalhada),1970,0
"  Agrin (fermentado, acetico misto)",1970,0
  Aguardente de vinho 50°gl,1970,0
  Alcool vinico,1970,0
  Bagaceira (graspa),1970,1192987
  Base champenoise champanha,1970,0
  Base charmat champanha,1970,0
  Base espumante moscatel,1970,0
  Bebida de uva,1970,0
  Borra líquida,1970,0
  Borra seca,1970,0
  Brandy (conhaque),1970,9388296
  Cooler,1970,0
  Coquetel com vinho,1970,0
  Destilado de vinho,1970,533987
  Filtrado doce,1970,346403
  Jeropiga,1970,0
  Mistelas,1970,178350
  Mosto concentrado,1970,44971
  Mosto de uva,1970,0
  Mosto sulfitado,1970,401030
  Nectar de uva,1970,0
  Outros produtos,1970,0
  Polpa de uva,1970,0
  Preparado líquido para refresco,1970,0
  Refrigerante +50% suco,1970,0
  Sangria,1970,0
  Vinagre balsamico,1970,0
  Vinagre duplo,1970,0
  Vinagre simples,1970,1359297
  Vinho acetificado,1970,0
  Vinho base para espumantes,1970,0
  Vinho composto,1970,3386173
  Vinho licoroso,1970,3013056
  Vinho leve,1970,0
  Vinho gaseificado,1970,0
VINHO DE MESA,1971,114399031
  Tinto,1971,98522869
  Rosado,1971,542274
  Branco,1971,15333888
VINHO  FINO DE MESA,1971,4840369
  Tinto,1971,428927
  Rosado,1971,227299
  Branco,1971,4184143
VINHO FRIZANTE,1971,358116
VINHO ORGÂNICO,1971,0
VINHO ESPECIAL,1971,7824931
  Tinto,1971,4802828
  Rosado,1971,1662821
  Branco,1971,1359282
ESPUMANTES ,1971,2907289
  Espumante  Moscatel,1971,0
  Espumante,1971,0
  Espumante Orgânico,1971,0
SUCO DE UVAS,1971,2745249
  Suco Natural Integral,1971,0
  Suco Adoçado,1971,0
  Suco Reprocessado/reconstituido,1971,0
  Suco Orgânico,1971,0
  Outros sucos de uvas,1971,0
SUCO DE UVAS CONCENTRADO,1971,0
OUTROS PRODUTOS COMERCIALIZADOS,1971,20351384
  Outros vinhos (sem informação detalhada),1971,0
"  Agrin (fermentado, acetico misto)",1971,0
  Aguardente de vinho 50°gl,1971,0
  Alcool vinico,1971,0
  Bagaceira (graspa),1971,1111014
  Base champenoise champanha,1971,0
  Base charmat champanha,1971,0
  Base espumante moscatel,1971,0
  Bebida de uva,1971,0
  Borra líquida,1971,0
  Borra seca,1971,0
  Brandy (conhaque),1971,9893167
  Cooler,1971,0
  Coquetel com vinho,1971,0
  Destilado de vinho,1971,1023876
  Filtrado doce,1971,432991
  Jeropiga,1971,0
  Mistelas,1971,81510
  Mosto concentrado,1971,20502
  Mosto de uva,1971,0
  Mosto sulfitado,1971,410850
  Nectar de uva,1971,0
  Outros produtos,1971,0
  Polpa de uva,1971,0
  Preparado líquido para refresco,1971,0
  Refrigerante +50% suco,1971,0
  Sangria,1971,0
  Vinagre balsamico,1971,0
  Vinagre duplo,1971,0
  Vinagre simples,1971,1256068
  Vinho acetificado,1971,0
  Vinho base para espumantes,1971,0
  Vinho composto,1971,3645774
  Vinho licoroso,1971,2475632
  Vinho leve,1971,0
  Vinho gaseificado,1971,0
VINHO DE MESA,1972,118377367
  Tinto,1972,101167932
  Rosado,1972,7770851
  Branco,1972,9438584
VINHO  FINO DE MESA,1972,5602091
  Tinto,1972,624499
  Rosado,1972,403664
  Branco,1972,4573928
VINHO FRIZANTE,1972,356340
VINHO ORGÂNICO,1972,0
VINHO ESPECIAL,1972,8737605
  Tinto,1972,4347706
  Rosado,1972,1901801
  Branco,1972,2488098
ESPUMANTES ,1972,3523335
  Espumante  Moscatel,1972,0
  Espumante,1972,0
  Espumante Orgânico,1972,0
SUCO DE UVAS,1972,4069351
  Suco Natural Integral,1972,0
  Suco Adoçado,1972,0
  Suco Reprocessado/reconstituido,1972,0
  Suco Orgânico,1972,0
  Outros sucos de uvas,1972,0
SUCO DE UVAS CONCENTRADO,1972,59044
OUTROS PRODUTOS COMERCIALIZADOS,1972,23615205
  Outros vinhos (sem informação detalhada),1972,0
"  Agrin (fermentado, acetico misto)",1972,0
  Aguardente de vinho 50°gl,1972,0
  Alcool vinico,1972,0
  Bagaceira (graspa),1972,1059696
  Base champenoise champanha,1972,0
  Base charmat champanha,1972,0
  Base espumante moscatel,1972,0
  Bebida de uva,1972,0
  Borra líquida,1972,0
  Borra seca,1972,0
  Brandy (conhaque),1972,11876098
  Cooler,1972,0
  Coquetel com vinho,1972,0
  Destilado de vinho,1972,1573023
  Filtrado doce,1972,670626
  Jeropiga,1972,0
  Mistelas,1972,133865
  Mosto concentrado,1972,0
  Mosto de uva,1972,0
  Mosto sulfitado,1972,447600
  Nectar de uva,1972,0
  Outros produtos,1972,0
  Polpa de uva,1972,0
  Preparado líquido para refresco,1972,0
  Refrigerante +50% suco,1972,0
  Sangria,1972,0
  Vinagre balsamico,1972,0
  Vinagre duplo,1972,0
  Vinagre simples,1972,1524908
  Vinho acetificado,1972,0
  Vinho base para espumantes,1972,0
  Vinho composto,1972,3921573
  Vinho licoroso,1972,2407816
  Vinho leve,1972,0
  Vinho gaseificado,1972,0
VINHO DE MESA,1973,116617910
  Tinto,1973,98196747
  Rosado,1973,8425617
  Branco,1973,9995546
VINHO  FINO DE MESA,1973,7202830
  Tinto,1973,783508
  Rosado,1973,1377333
  Branco,1973,5041989
VINHO FRIZANTE,1973,327865
VINHO ORGÂNICO,1973,0
VINHO ESPECIAL,1973,9693953
  Tinto,1973,5017487
  Rosado,1973,2062011
  Branco,1973,2614455
ESPUMANTES ,1973,3625230
  Espumante  Moscatel,1973,0
  Espumante,1973,0
  Espumante Orgânico,1973,0
SUCO DE UVAS,1973,5668991
  Suco Natural Integral,1973,0
  Suco Adoçado,1973,0
  Suco Reprocessado/reconstituido,1973,0
  Suco Orgânico,1973,0
  Outros sucos de uvas,1973,0
SUCO DE UVAS CONCENTRADO,1973,1951966
OUTROS PRODUTOS COMERCIALIZADOS,1973,25401454
  Outros vinhos (sem informação detalhada),1973,0
"  Agrin (fermentado, acetico misto)",1973,0
  Aguardente de vinho 50°gl,1973,0
  Alcool vinico,1973,0
  Bagaceira (graspa),1973,997624
  Base champenoise champanha,1973,0
  Base charmat champanha,1973,0
  Base espumante moscatel,1973,0
  Bebida de uva,1973,0
  Borra líquida,1973,0
  Borra seca,1973,0
  Brandy (conhaque),1973,12156057
  Cooler,1973,0
  Coquetel com vinho,1973,0
  Destilado de vinho,1973,1485567
  Filtrado doce,1973,837970
  Jeropiga,1973,0
  Mistelas,1973,160470
  Mosto concentrado,1973,0
  Mosto de uva,1973,0
  Mosto sulfitado,1973,1724244
  Nectar de uva,1973,0
  Outros produtos,1973,0
  Polpa de uva,1973,0
  Preparado líquido para refresco,1973,0
  Refrigerante +50% suco,1973,0
  Sangria,1973,0
  Vinagre balsamico,1973,0
  Vinagre duplo,1973,0
  Vinagre simples,1973,1426737
  Vinho acetificado,1973,0
  Vinho base para espumantes,1973,0
  Vinho composto,1973,4168841
  Vinho licoroso,1973,2443944
  Vinho leve,1973,0
  Vinho gaseificado,1973,0
VINHO DE MESA,1974,94173324
  Tinto,1974,77167303
  Rosado,1974,8891367
  Branco,1974,8114654
VINHO  FINO DE MESA,1974,7571802
  Tinto,1974,1616144
  Rosado,1974,1725564
  Branco,1974,4230094
VINHO FRIZANTE,1974,270641
VINHO ORGÂNICO,1974,0
VINHO ESPECIAL,1974,7638484
  Tinto,1974,3763509
  Rosado,1974,1989341
  Branco,1974,1885634
ESPUMANTES ,1974,3442734
  Espumante  Moscatel,1974,0
  Espumante,1974,0
  Espumante Orgânico,1974,0
SUCO DE UVAS,1974,4673891
  Suco Natural Integral,1974,0
  Suco Adoçado,1974,0
  Suco Reprocessado/reconstituido,1974,0
  Suco Orgânico,1974,0
  Outros sucos de uvas,1974,0
SUCO DE UVAS CONCENTRADO,1974,1619428
OUTROS PRODUTOS COMERCIALIZADOS,1974,24530878
  Outros vinhos (sem informação detalhada),1974,0
"  Agrin (fermentado, acetico misto)",1974,0
  Aguardente de vinho 50°gl,1974,0
  Alcool vinico,1974,0
  Bagaceira (graspa),1974,839441
  Base champenoise champanha,1974,0
  Base charmat champanha,1974,0
  Base espumante moscatel,1974,0
  Bebida de uva,1974,0
  Borra líquida,1974,0
  Borra seca,1974,0
  Brandy (conhaque),1974,12885577
  Cooler,1974,0
  Coquetel com vinho,1974,0
  Destilado de vinho,1974,1409986
  Filtrado doce,1974,1039110
  Jeropiga,1974,0
  Mistelas,1974,45878
  Mosto concentrado,1974,761417
  Mosto de uva,1974,0
  Mosto sulfitado,1974,239200
  Nectar de uva,1974,0
  Outros produtos,1974,0
  Polpa de uva,1974,0
  Preparado líquido para refresco,1974,0
  Refrigerante +50% suco,1974,0
  Sangria,1974,0
  Vinagre balsamico,1974,0
  Vinagre duplo,1974,0
  Vinagre simples,1974,1717666
  Vinho acetificado,1974,0
  Vinho base para espumantes,1974,0
  Vinho composto,1974,3670736
  Vinho licoroso,1974,1921867
  Vinho leve,1974,0
  Vinho gaseificado,1974,0
VINHO DE MESA,1975,108031792
  Tinto,1975,91528090
  Rosado,1975,7261777
  Branco,1975,9241925
VINHO  FINO DE MESA,1975,8848303
  Tinto,1975,2050960
  Rosado,1975,2130619
  Branco,1975,4666724
VINHO FRIZANTE,1975,301293
VINHO ORGÂNICO,1975,0
VINHO ESPECIAL,1975,10260445
  Tinto,1975,4815235
  Rosado,1975,2885972
  Branco,1975,2559238
ESPUMANTES ,1975,3691348
  Espumante  Moscatel,1975,0
  Espumante,1975,0
  Espumante Orgânico,1975,0
SUCO DE UVAS,1975,5802187
  Suco Natural Integral,1975,0
  Suco Adoçado,1975,0
  Suco Reprocessado/reconstituido,1975,0
  Suco Orgânico,1975,0
  Outros sucos de uvas,1975,0
SUCO DE UVAS CONCENTRADO,1975,768401
OUTROS PRODUTOS COMERCIALIZADOS,1975,23102540
  Outros vinhos (sem informação detalhada),1975,0
"  Agrin (fermentado, acetico misto)",1975,0
  Aguardente de vinho 50°gl,1975,0
  Alcool vinico,1975,0
  Bagaceira (graspa),1975,706946
  Base champenoise champanha,1975,0
  Base charmat champanha,1975,0
  Base espumante moscatel,1975,0
  Bebida de uva,1975,0
  Borra líquida,1975,0
  Borra seca,1975,0
  Brandy (conhaque),1975,11418527
  Cooler,1975,0
  Coquetel com vinho,1975,0
  Destilado de vinho,1975,1793135
  Filtrado doce,1975,1353194
  Jeropiga,1975,0
  Mistelas,1975,272141
  Mosto concentrado,1975,251197
  Mosto de uva,1975,0
  Mosto sulfitado,1975,34300
  Nectar de uva,1975,0
  Outros produtos,1975,0
  Polpa de uva,1975,0
  Preparado líquido para refresco,1975,0
  Refrigerante +50% suco,1975,0
  Sangria,1975,0
  Vinagre balsamico,1975,0
  Vinagre duplo,1975,0
  Vinagre simples,1975,1574960
  Vinho acetificado,1975,0
  Vinho base para espumantes,1975,0
  Vinho composto,1975,3493104
  Vinho licoroso,1975,2205036
  Vinho leve,1975,0
  Vinho gaseificado,1975,0
VINHO DE MESA,1976,139238614
  Tinto,1976,116407222
  Rosado,1976,11748047
  Branco,1976,11083345
VINHO  FINO DE MESA,1976,14095648
  Tinto,1976,4450570
  Rosado,1976,3118919
  Branco,1976,6526159
VINHO FRIZANTE,1976,248456
VINHO ORGÂNICO,1976,0
VINHO ESPECIAL,1976,12392725
  Tinto,1976,4819463
  Rosado,1976,4231765
  Branco,1976,3341497
ESPUMANTES ,1976,4204666
  Espumante  Moscatel,1976,0
  Espumante,1976,0
  Espumante Orgânico,1976,0
SUCO DE UVAS,1976,6433821
  Suco Natural Integral,1976,0
  Suco Adoçado,1976,0
  Suco Reprocessado/reconstituido,1976,0
  Suco Orgânico,1976,0
  Outros sucos de uvas,1976,0
SUCO DE UVAS CONCENTRADO,1976,1467883
OUTROS PRODUTOS COMERCIALIZADOS,1976,28321777
  Outros vinhos (sem informação detalhada),1976,0
"  Agrin (fermentado, acetico misto)",1976,0
  Aguardente de vinho 50°gl,1976,0
  Alcool vinico,1976,0
  Bagaceira (graspa),1976,698399
  Base champenoise champanha,1976,0
  Base charmat champanha,1976,0
  Base espumante moscatel,1976,0
  Bebida de uva,1976,0
  Borra líquida,1976,0
  Borra seca,1976,0
  Brandy (conhaque),1976,14938849
  Cooler,1976,0
  Coquetel com vinho,1976,0
  Destilado de vinho,1976,1373075
  Filtrado doce,1976,1792832
  Jeropiga,1976,48203
  Mistelas,1976,88300
  Mosto concentrado,1976,309196
  Mosto de uva,1976,0
  Mosto sulfitado,1976,420300
  Nectar de uva,1976,0
  Outros produtos,1976,0
  Polpa de uva,1976,0
  Preparado líquido para refresco,1976,0
  Refrigerante +50% suco,1976,0
  Sangria,1976,0
  Vinagre balsamico,1976,0
  Vinagre duplo,1976,0
  Vinagre simples,1976,748459
  Vinho acetificado,1976,0
  Vinho base para espumantes,1976,0
  Vinho composto,1976,5429800
  Vinho licoroso,1976,2474364
  Vinho leve,1976,0
  Vinho gaseificado,1976,0
VINHO DE MESA,1977,140813114
  Tinto,1977,116609545
  Rosado,1977,15195525
  Branco,1977,9008044
VINHO  FINO DE MESA,1977,14975330
  Tinto,1977,4504303
  Rosado,1977,3248565
  Branco,1977,7222462
VINHO FRIZANTE,1977,143575
VINHO ORGÂNICO,1977,0
VINHO ESPECIAL,1977,11569676
  Tinto,1977,3959050
  Rosado,1977,4034615
  Branco,1977,3576011
ESPUMANTES ,1977,4150746
  Espumante  Moscatel,1977,0
  Espumante,1977,0
  Espumante Orgânico,1977,0
SUCO DE UVAS,1977,6814893
  Suco Natural Integral,1977,0
  Suco Adoçado,1977,0
  Suco Reprocessado/reconstituido,1977,0
  Suco Orgânico,1977,0
  Outros sucos de uvas,1977,0
SUCO DE UVAS CONCENTRADO,1977,2444089
OUTROS PRODUTOS COMERCIALIZADOS,1977,27333925
  Outros vinhos (sem informação detalhada),1977,0
"  Agrin (fermentado, acetico misto)",1977,0
  Aguardente de vinho 50°gl,1977,0
  Alcool vinico,1977,0
  Bagaceira (graspa),1977,595137
  Base champenoise champanha,1977,0
  Base charmat champanha,1977,0
  Base espumante moscatel,1977,0
  Bebida de uva,1977,0
  Borra líquida,1977,0
  Borra seca,1977,0
  Brandy (conhaque),1977,12858163
  Cooler,1977,0
  Coquetel com vinho,1977,0
  Destilado de vinho,1977,780548
  Filtrado doce,1977,2292414
  Jeropiga,1977,34624
  Mistelas,1977,195060
  Mosto concentrado,1977,84058
  Mosto de uva,1977,0
  Mosto sulfitado,1977,746326
  Nectar de uva,1977,0
  Outros produtos,1977,0
  Polpa de uva,1977,0
  Preparado líquido para refresco,1977,0
  Refrigerante +50% suco,1977,0
  Sangria,1977,0
  Vinagre balsamico,1977,0
  Vinagre duplo,1977,0
  Vinagre simples,1977,1549579
  Vinho acetificado,1977,0
  Vinho base para espumantes,1977,0
  Vinho composto,1977,5170582
  Vinho licoroso,1977,3027434
  Vinho leve,1977,0
  Vinho gaseificado,1977,0
VINHO DE MESA,1978,141293379
  Tinto,1978,117203914
  Rosado,1978,14612454
  Branco,1978,9477011
VINHO  FINO DE MESA,1978,17596956
  Tinto,1978,4920802
  Rosado,1978,3501895
  Branco,1978,9174259
VINHO FRIZANTE,1978,13915
VINHO ORGÂNICO,1978,0
VINHO ESPECIAL,1978,10247572
  Tinto,1978,4083073
  Rosado,1978,4177476
  Branco,1978,1987023
ESPUMANTES ,1978,3684240
  Espumante  Moscatel,1978,0
  Espumante,1978,0
  Espumante Orgânico,1978,0
SUCO DE UVAS,1978,6963440
  Suco Natural Integral,1978,0
  Suco Adoçado,1978,0
  Suco Reprocessado/reconstituido,1978,0
  Suco Orgânico,1978,0
  Outros sucos de uvas,1978,0
SUCO DE UVAS CONCENTRADO,1978,2454178
OUTROS PRODUTOS COMERCIALIZADOS,1978,29509570
  Outros vinhos (sem informação detalhada),1978,0
"  Agrin (fermentado, acetico misto)",1978,0
  Aguardente de vinho 50°gl,1978,0
  Alcool vinico,1978,0
  Bagaceira (graspa),1978,432596
  Base champenoise champanha,1978,0
  Base charmat champanha,1978,0
  Base espumante moscatel,1978,0
  Bebida de uva,1978,0
  Borra líquida,1978,0
  Borra seca,1978,0
  Brandy (conhaque),1978,12014556
  Cooler,1978,0
  Coquetel com vinho,1978,0
  Destilado de vinho,1978,866773
  Filtrado doce,1978,2396689
  Jeropiga,1978,56372
  Mistelas,1978,2217900
  Mosto concentrado,1978,0
  Mosto de uva,1978,0
  Mosto sulfitado,1978,327450
  Nectar de uva,1978,0
  Outros produtos,1978,0
  Polpa de uva,1978,0
  Preparado líquido para refresco,1978,0
  Refrigerante +50% suco,1978,0
  Sangria,1978,0
  Vinagre balsamico,1978,0
  Vinagre duplo,1978,0
  Vinagre simples,1978,2452955
  Vinho acetificado,1978,0
  Vinho base para espumantes,1978,0
  Vinho composto,1978,5649977
  Vinho licoroso,1978,3094302
  Vinho leve,1978,0
  Vinho gaseificado,1978,0
VINHO DE MESA,1979,149609112
  Tinto,1979,119496652
  Rosado,1979,18643308
  Branco,1979,11469152
VINHO  FINO DE MESA,1979,21695829
  Tinto,1979,6360276
  Rosado,1979,4119615
  Branco,1979,11215938
VINHO FRIZANTE,1979,14578
VINHO ORGÂNICO,1979,0
VINHO ESPECIAL,1979,13790557
  Tinto,1979,7004780
  Rosado,1979,5067851
  Branco,1979,1717926
ESPUMANTES ,1979,3246929
  Espumante  Moscatel,1979,0
  Espumante,1979,0
  Espumante Orgânico,1979,0
SUCO DE UVAS,1979,6096784
  Suco Natural Integral,1979,0
  Suco Adoçado,1979,0
  Suco Reprocessado/reconstituido,1979,0
  Suco Orgânico,1979,0
  Outros sucos de uvas,1979,0
SUCO DE UVAS CONCENTRADO,1979,2751886
OUTROS PRODUTOS COMERCIALIZADOS,1979,29719709
  Outros vinhos (sem informação detalhada),1979,0
"  Agrin (fermentado, acetico misto)",1979,0
  Aguardente de vinho 50°gl,1979,0
  Alcool vinico,1979,0
  Bagaceira (graspa),1979,812433
  Base champenoise champanha,1979,0
  Base charmat champanha,1979,0
  Base espumante moscatel,1979,0
  Bebida de uva,1979,0
  Borra líquida,1979,0
  Borra seca,1979,0
  Brandy (conhaque),1979,9991254
  Cooler,1979,0
  Coquetel com vinho,1979,0
  Destilado de vinho,1979,3062750
  Filtrado doce,1979,3374608
  Jeropiga,1979,47738
  Mistelas,1979,6293317
  Mosto concentrado,1979,0
  Mosto de uva,1979,0
  Mosto sulfitado,1979,485800
  Nectar de uva,1979,0
  Outros produtos,1979,0
  Polpa de uva,1979,0
  Preparado líquido para refresco,1979,0
  Refrigerante +50% suco,1979,0
  Sangria,1979,0
  Vinagre balsamico,1979,0
  Vinagre duplo,1979,0
  Vinagre simples,1979,2144256
  Vinho acetificado,1979,0
  Vinho base para espumantes,1979,0
  Vinho composto,1979,976174
  Vinho licoroso,1979,2531379
  Vinho leve,1979,0
  Vinho gaseificado,1979,0
VINHO DE MESA,1980,122825298
  Tinto,1980,99646124
  Rosado,1980,14746625
  Branco,1980,8432549
VINHO  FINO DE MESA,1980,22976342
  Tinto,1980,7244385
  Rosado,1980,5096819
  Branco,1980,10635138
VINHO FRIZANTE,1980,9303
VINHO ORGÂNICO,1980,0
VINHO ESPECIAL,1980,11056774
  Tinto,1980,4608059
  Rosado,1980,4312513
  Branco,1980,2136202
ESPUMANTES ,1980,3257451
  Espumante  Moscatel,1980,0
  Espumante,1980,0
  Espumante Orgânico,1980,0
SUCO DE UVAS,1980,5837620
  Suco Natural Integral,1980,0
  Suco Adoçado,1980,0
  Suco Reprocessado/reconstituido,1980,0
  Suco Orgânico,1980,0
  Outros sucos de uvas,1980,0
SUCO DE UVAS CONCENTRADO,1980,4142363
OUTROS PRODUTOS COMERCIALIZADOS,1980,18053687
  Outros vinhos (sem informação detalhada),1980,0
"  Agrin (fermentado, acetico misto)",1980,0
  Aguardente de vinho 50°gl,1980,0
  Alcool vinico,1980,0
  Bagaceira (graspa),1980,494061
  Base champenoise champanha,1980,0
  Base charmat champanha,1980,0
  Base espumante moscatel,1980,0
  Bebida de uva,1980,0
  Borra líquida,1980,0
  Borra seca,1980,0
  Brandy (conhaque),1980,2593406
  Cooler,1980,0
  Coquetel com vinho,1980,0
  Destilado de vinho,1980,1778900
  Filtrado doce,1980,4414074
  Jeropiga,1980,25352
  Mistelas,1980,3806641
  Mosto concentrado,1980,0
  Mosto de uva,1980,0
  Mosto sulfitado,1980,113550
  Nectar de uva,1980,0
  Outros produtos,1980,0
  Polpa de uva,1980,0
  Preparado líquido para refresco,1980,0
  Refrigerante +50% suco,1980,0
  Sangria,1980,0
  Vinagre balsamico,1980,0
  Vinagre duplo,1980,0
  Vinagre simples,1980,2052253
  Vinho acetificado,1980,0
  Vinho base para espumantes,1980,0
  Vinho composto,1980,697908
  Vinho licoroso,1980,2077542
  Vinho leve,1980,0
  Vinho gaseificado,1980,0
VINHO DE MESA,1981,128894580
  Tinto,1981,99151812
  Rosado,1981,16360547
  Branco,1981,13382221
VINHO  FINO DE MESA,1981,21607857
  Tinto,1981,7403644
  Rosado,1981,2738962
  Branco,1981,11465251
VINHO FRIZANTE,1981,13354
VINHO ORGÂNICO,1981,0
VINHO ESPECIAL,1981,6907060
  Tinto,1981,1906240
  Rosado,1981,3388872
  Branco,1981,1611948
ESPUMANTES ,1981,2301421
  Espumante  Moscatel,1981,0
  Espumante,1981,0
  Espumante Orgânico,1981,0
SUCO DE UVAS,1981,3994038
  Suco Natural Integral,1981,0
  Suco Adoçado,1981,0
  Suco Reprocessado/reconstituido,1981,0
  Suco Orgânico,1981,0
  Outros sucos de uvas,1981,0
SUCO DE UVAS CONCENTRADO,1981,3064156
OUTROS PRODUTOS COMERCIALIZADOS,1981,19698180
  Outros vinhos (sem informação detalhada),1981,0
"  Agrin (fermentado, acetico misto)",1981,0
  Aguardente de vinho 50°gl,1981,0
  Alcool vinico,1981,0
  Bagaceira (graspa),1981,1770895
  Base champenoise champanha,1981,0
  Base charmat champanha,1981,0
  Base espumante moscatel,1981,0
  Bebida de uva,1981,0
  Borra líquida,1981,0
  Borra seca,1981,0
  Brandy (conhaque),1981,1637947
  Cooler,1981,0
  Coquetel com vinho,1981,0
  Destilado de vinho,1981,2728959
  Filtrado doce,1981,3861367
  Jeropiga,1981,4236
  Mistelas,1981,4518098
  Mosto concentrado,1981,0
  Mosto de uva,1981,0
  Mosto sulfitado,1981,360180
  Nectar de uva,1981,0
  Outros produtos,1981,0
  Polpa de uva,1981,0
  Preparado líquido para refresco,1981,0
  Refrigerante +50% suco,1981,0
  Sangria,1981,0
  Vinagre balsamico,1981,0
  Vinagre duplo,1981,0
  Vinagre simples,1981,2296456
  Vinho acetificado,1981,0
  Vinho base para espumantes,1981,0
  Vinho composto,1981,579372
  Vinho licoroso,1981,1940670
  Vinho leve,1981,0
  Vinho gaseificado,1981,0
VINHO DE MESA,1982,166861772
  Tinto,1982,131957890
  Rosado,1982,15786964
  Branco,1982,19116918
VINHO  FINO DE MESA,1982,26302928
  Tinto,1982,7699010
  Rosado,1982,3608877
  Branco,1982,14995041
VINHO FRIZANTE,1982,176692
VINHO ORGÂNICO,1982,0
VINHO ESPECIAL,1982,5011009
  Tinto,1982,939619
  Rosado,1982,2418770
  Branco,1982,1652620
ESPUMANTES ,1982,2432386
  Espumante  Moscatel,1982,0
  Espumante,1982,0
  Espumante Orgânico,1982,0
SUCO DE UVAS,1982,4081256
  Suco Natural Integral,1982,0
  Suco Adoçado,1982,0
  Suco Reprocessado/reconstituido,1982,0
  Suco Orgânico,1982,0
  Outros sucos de uvas,1982,0
SUCO DE UVAS CONCENTRADO,1982,3148110
OUTROS PRODUTOS COMERCIALIZADOS,1982,17770629
  Outros vinhos (sem informação detalhada),1982,0
"  Agrin (fermentado, acetico misto)",1982,0
  Aguardente de vinho 50°gl,1982,0
  Alcool vinico,1982,0
  Bagaceira (graspa),1982,496554
  Base champenoise champanha,1982,0
  Base charmat champanha,1982,0
  Base espumante moscatel,1982,0
  Bebida de uva,1982,0
  Borra líquida,1982,0
  Borra seca,1982,0
  Brandy (conhaque),1982,1348154
  Cooler,1982,0
  Coquetel com vinho,1982,0
  Destilado de vinho,1982,3466121
  Filtrado doce,1982,4261912
  Jeropiga,1982,30410
  Mistelas,1982,2068930
  Mosto concentrado,1982,0
  Mosto de uva,1982,0
  Mosto sulfitado,1982,607630
  Nectar de uva,1982,0
  Outros produtos,1982,0
  Polpa de uva,1982,0
  Preparado líquido para refresco,1982,0
  Refrigerante +50% suco,1982,0
  Sangria,1982,0
  Vinagre balsamico,1982,0
  Vinagre duplo,1982,0
  Vinagre simples,1982,2434183
  Vinho acetificado,1982,0
  Vinho base para espumantes,1982,0
  Vinho composto,1982,708876
  Vinho licoroso,1982,2347859
  Vinho leve,1982,0
  Vinho gaseificado,1982,0
VINHO DE MESA,1983,195616620
  Tinto,1983,151852639
  Rosado,1983,23841328
  Branco,1983,19922653
VINHO  FINO DE MESA,1983,32690119
  Tinto,1983,9811525
  Rosado,1983,3548807
  Branco,1983,19329787
VINHO FRIZANTE,1983,147892
VINHO ORGÂNICO,1983,0
VINHO ESPECIAL,1983,5393631
  Tinto,1983,1034452
  Rosado,1983,2735222
  Branco,1983,1623957
ESPUMANTES ,1983,2601590
  Espumante  Moscatel,1983,0
  Espumante,1983,0
  Espumante Orgânico,1983,0
SUCO DE UVAS,1983,4625317
  Suco Natural Integral,1983,0
  Suco Adoçado,1983,0
  Suco Reprocessado/reconstituido,1983,0
  Suco Orgânico,1983,0
  Outros sucos de uvas,1983,0
SUCO DE UVAS CONCENTRADO,1983,3447837
OUTROS PRODUTOS COMERCIALIZADOS,1983,13706809
  Outros vinhos (sem informação detalhada),1983,0
"  Agrin (fermentado, acetico misto)",1983,0
  Aguardente de vinho 50°gl,1983,0
  Alcool vinico,1983,0
  Bagaceira (graspa),1983,339085
  Base champenoise champanha,1983,0
  Base charmat champanha,1983,0
  Base espumante moscatel,1983,0
  Bebida de uva,1983,0
  Borra líquida,1983,0
  Borra seca,1983,0
  Brandy (conhaque),1983,1212182
  Cooler,1983,0
  Coquetel com vinho,1983,0
  Destilado de vinho,1983,2029714
  Filtrado doce,1983,4062927
  Jeropiga,1983,25618
  Mistelas,1983,872156
  Mosto concentrado,1983,0
  Mosto de uva,1983,0
  Mosto sulfitado,1983,215868
  Nectar de uva,1983,0
  Outros produtos,1983,0
  Polpa de uva,1983,0
  Preparado líquido para refresco,1983,0
  Refrigerante +50% suco,1983,0
  Sangria,1983,0
  Vinagre balsamico,1983,0
  Vinagre duplo,1983,0
  Vinagre simples,1983,2490691
  Vinho acetificado,1983,0
  Vinho base para espumantes,1983,0
  Vinho composto,1983,657957
  Vinho licoroso,1983,1800611
  Vinho leve,1983,0
  Vinho gaseificado,1983,0
VINHO DE MESA,1984,171619507
  Tinto,1984,129249097
  Rosado,1984,21724540
  Branco,1984,20645870
VINHO  FINO DE MESA,1984,42164393
  Tinto,1984,14797285
